volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
231301,39,steden Nederland,1842,Nederlands Hervormd,gehuwd,warenhandel,koopman,1856,Amsterdam,Nederlands Hervormd,1,1,1,geen familie,35,48,42,125,1873,zonder,ambachtsman,winkelier,zonder,ambachtsman,broer/zwager vrouw,ambtenaar,broer/zwager vrouw,ambachtsman,geen familie,ambachtsman,geen familie,"f.4,-",31,231302,23,3,Amsterdam,buiten asd of dood,0,in Amsterdam,61
231351,29,Amsterdam,1832,Nederlands Hervormd,weduwnaar,metaalbewerking,ambachtsman,1834,Amsterdam,Nederlands Hervormd,5,1,0,-1,0,62,83,145,1856,zonder,vader overleden,ambachtsman,zonder,opzichter,broer/zwager vrouw,winkelier,broer/zwager vrouw,bakker,broer/zwager vrouw,ambachtsman,broer/zwager man,"f.4,-",24,231352,22,3,Amsterdam,in Amsterdam,27,buiten asd of dood,0
231401,16,platteland Nederland,1854,Ned. Israelitisch,gehuwd,207,240,1855,Amsterdam,Ned. Israelitisch,5,0,0,-1,0,29,173,201,1874,werklieden,vader overleden,koopman,zonder,koopman,oom/neef vrouw,koopman,geen familie,werklieden,geen familie,werklieden,geen familie,geen of onbekend,22,231402,19,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
231451,25,Amsterdam,1804,Nederlands Hervormd,weduwnaar,zonder beroep,zonder,1804,Amsterdam,Nederlands Hervormd,0,2,0,-1,47,153,0,200,1846,vader overleden,vader overleden,assuradeurs,zonder,fabrikanten,broer/zwager man,fabrikanten,oom/neef man,assuradeurs,geen familie,assuradeurs,geen familie,geen of onbekend,41,231452,41,weduwe,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
231501,23,platteland Nederland,1843,Rooms Katholiek,gehuwd,warenhandel,winkelier,1853,Amsterdam,Rooms Katholiek,7,1,0,-1,44,81,53,179,1870,vader overleden,zonder,koopman,zonder,winkelier,broer/zwager man,winkelier,oom/neef man,koopman,oom/neef vrouw,fabrikanten,geen familie,"f.4,-",27,231502,25,3,steden Nederland,buiten asd of dood,0,buiten asd of dood,0
231551,34,platteland Nederland,1857,Nederlands Hervormd,gehuwd,vrije beroepen,arts,1856,steden Nederland,Nederlands Hervormd,2,1,0,-1,0,109,26,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231552,-1,-1,-1,-1,-1,-1,-1
231601,5,steden Nederland,1831,Nederlands Hervormd,gehuwd,warenhandel,koopman,1833,Amsterdam,"Overig, zonder",5,0,0,-1,428,0,403,831,1857,advocaat,koopman,fabrikanten,zonder,commissionair,broer/zwager vrouw,makelaar,broer/zwager vrouw,koopman,oom/neef vrouw,koopman,geen familie,"f.15,-",26,231602,24,3,Amsterdam,buiten asd of dood,0,in Amsterdam,164
231651,44,steden Nederland,1846,Rooms Katholiek,gehuwd,207,240,1840,Amsterdam,Nederlands Hervormd,4,0,0,-1,0,52,119,171,1879,vader overleden,vader overleden,ambtenaar,zonder,stalhouder,broer/zwager vrouw,koopman,broer/zwager vrouw,zonder,geen familie,zonder,geen familie,geen of onbekend,33,231652,39,weduwe,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
231701,3,steden Nederland,1819,Ned. Israelitisch,gehuwd,zonder beroep,zonder,1824,Amsterdam,Ned. Israelitisch,0,0,0,-1,205,34,0,239,1843,koopman,koopman,koopman,zonder,zonder,oom/neef man,artistiek beroep,oom/neef man,zonder,geen familie,koopman,geen familie,geen of onbekend,23,231702,22,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
231751,2,Amsterdam,1842,Rooms Katholiek,gehuwd,warenhandel,koopman,1850,Amsterdam,Rooms Katholiek,3,2,0,-1,0,159,87,246,1871,vader overleden,koopman,koopman,zonder,advocaat,broer/zwager man,makelaar,broer/zwager man,koopman,oom/neef vrouw,notaris,oom/neef vrouw,"f.15,-",28,231752,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,125
231801,23,Amsterdam,1856,Nederlands Hervormd,gehuwd,warenhandel,koopman,1855,Amsterdam,Evangelisch Luthers,1,2,0,-1,29,74,42,145,1880,vader overleden,vader overleden,koopman,zonder,commissionair,oom/neef man,240,geen familie,fabrikanten,geen familie,artistiek beroep,geen familie,geen of onbekend,24,231802,25,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
231851,36,Amsterdam,1820,Nederlands Hervormd,gehuwd,303,notaris,1839,Amsterdam,Nederlands Hervormd,2,2,0,-1,57,162,119,338,1861,commissionair,assuradeurs,notaris,zonder,commissionair,vader man,koopman,broer/zwager man,makelaar,broer/zwager man,ambtenaar,oom/neef vrouw,"f.15,-",40,231852,21,3,Amsterdam,in Amsterdam,159,in Amsterdam,155
231901,5,platteland Nederland,1843,Nederlands Hervormd,gehuwd,warenhandel,koopman,1850,Amsterdam,Nederlands Hervormd,0,0,1,ander familielid,36,66,42,145,1883,vader overleden,vader overleden,koopman,zonder,ambtenaar,broer/zwager man,geemployeerde,geen familie,ambtenaar,oom/neef vrouw,makelaar,geen familie,geen of onbekend,40,231902,33,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
231951,22,Amsterdam,1814,Ned. Israelitisch,gehuwd,12,diamantbewerking,1823,Amsterdam,Ned. Israelitisch,2,0,0,-1,84,39,2,125,1848,vader overleden,vader overleden,winkelier,zonder,winkelier,broer/zwager vrouw,zonder,broer/zwager vrouw,diamantbewerking,broer/zwager vrouw,winkelier,geen familie,geen of onbekend,34,231952,25,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
232001,50,Amsterdam,1840,Nederlands Hervormd,gehuwd,32,timmerman,1839,Amsterdam,Waals Hervormd,0,0,0,-1,66,28,26,120,1870,vader overleden,vader overleden,timmerman,dienstbode,timmerman,broer/zwager man,timmerman,broer/zwager man,werklieden,broer/zwager vrouw,ambachtsman,broer/zwager man,"f.4,-",30,232002,30,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
232051,42,Amsterdam,1823,Evangelisch Luthers,gehuwd,tussenhandel,makelaar,1818,platteland Nederland,Nederlands Hervormd,0,1,0,-1,200,65,23,288,1841,vader overleden,koopman,kantoorbediende,zonder,artistiek beroep,geen familie,koopman,geen familie,240,geen familie,ambachtsman,geen familie,geen of onbekend,18,232052,19,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
232101,23,Amsterdam,1811,Nederlands Hervormd,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,76,73,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232102,-1,-1,-1,-1,-1,-1,-1
232151,3,Amsterdam,1818,Ned. Israelitisch,ongehuwd,tussenhandel,commissionair,-1,-1,-1,0,0,1,ander familielid,29,39,49,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232152,-1,-1,-1,-1,-1,-1,-1
232201,49,Amsterdam,1846,Port. Israelitisch,gehuwd,224,assuradeurs,1841,steden Nederland,Nederlands Hervormd,4,2,0,-1,0,100,225,326,1872,commissionair,vader overleden,assuradeurs,zonder,ambachtsman,geen familie,zonder,geen familie,onderwijzer,geen familie,onderwijzer,geen familie,geen of onbekend,26,232202,30,3,steden Nederland,in Amsterdam,79,buiten asd of dood,0
232251,48,platteland Nederland,1823,Nederlands Hervormd,gehuwd,32,"timmerman, makelaar",1823,Amsterdam,Nederlands Hervormd,0,1,0,-1,198,56,26,280,1851,onderwijzer,ambachtsman,timmerman,zonder,ambachtsman,broer/zwager vrouw,fabrikanten,broer/zwager vrouw,ambachtsman,geen familie,koopman,geen familie,geen of onbekend,28,232252,28,weduwe,Amsterdam,buiten asd of dood,0,in Amsterdam,0
232301,4,platteland Nederland,1832,"Overig, zonder",gehuwd,metaalbewerking,ambachtsman,1831,platteland Nederland,"Overig, zonder",7,1,0,-1,44,97,115,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232302,-1,-1,-1,-1,-1,-1,-1
232351,1,Amsterdam,1829,Rooms Katholiek,gehuwd,168,slager,1833,Amsterdam,Rooms Katholiek,2,1,0,-1,96,59,105,260,1850,vader overleden,vader overleden,slager,zonder,ambachtsman,broer/zwager vrouw,240,broer/zwager man,ambachtsman,geen familie,werklieden,geen familie,geen of onbekend,20,232352,19,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
232401,36,Amsterdam,1829,Rooms Katholiek,gehuwd,zonder beroep,zonder,1834,Amsterdam,Rooms Katholiek,1,2,0,-1,92,176,0,268,1857,280,zonder,koopman,zonder,makelaar,broer/zwager man,koopman,broer/zwager man,koopman,broer/zwager vrouw,ambtenaar,broer/zwager man,"f.15,-",27,232402,23,3,Amsterdam,in Amsterdam,155,in Amsterdam,0
232451,22,Amsterdam,1825,Nederlands Hervormd,gehuwd,304,hoogleraar,1837,steden Nederland,Nederlands Hervormd,2,2,1,ouder,0,211,0,211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232452,-1,-1,-1,-1,-1,-1,-1
232501,5,Amsterdam,1835,Nederlands Hervormd,gehuwd,207,240,1838,steden Nederland,Nederlands Hervormd,6,0,0,-1,26,51,43,120,1843,vader overleden,vader overleden,zonder,zonder,zonder,broer/zwager vrouw,schipper,geen familie,werklieden,geen familie,zonder,geen familie,"f.4,-",29,232502,22,3,steden Nederland,buiten asd of dood,0,buiten asd of dood,0
232551,41,Amsterdam,1829,Rooms Katholiek,gehuwd,warenhandel,koopman,1838,Amsterdam,Rooms Katholiek,2,1,0,-1,52,43,19,114,1858,koopman,koopman,koopman,zonder,koopman,oom/neef vrouw,fabrikanten,oom/neef man,kantoorbediende,geen familie,zonder,geen familie,"f.15,-",29,232552,20,3,Amsterdam,in Amsterdam,135,in Amsterdam,106
232601,33,Amsterdam,1847,Nederlands Hervormd,gehuwd,warenhandel,koopman,1850,Amsterdam,Doopsgezind,5,6,0,-1,94,341,320,755,1871,commissionair,vader overleden,zonder,zonder,commissionair,broer/zwager man,directeur,broer/zwager man,koopman,oom/neef vrouw,zonder,oom/neef vrouw,"f.50,-",24,232602,21,3,Amsterdam,in Amsterdam,400,buiten asd of dood,0
232651,42,Amsterdam,1836,Nederlands Hervormd,gehuwd,238,makelaar,1832,Amsterdam,Nederlands Hervormd,4,1,0,-1,0,75,101,176,1860,schipper,vader overleden,timmerman,naaister,schipper,broer/zwager man,diamantbewerking,broer/zwager man,ambachtsman,oom/neef vrouw,zonder,geen familie,"f.4,-",23,232652,23,3,Amsterdam,in Amsterdam,31,buiten asd of dood,0
232701,25,Amsterdam,1855,Port. Israelitisch,gehuwd,zonder beroep,zonder,1855,Amsterdam,Port. Israelitisch,3,3,1,ander familielid,0,157,0,157,1880,vader overleden,vader overleden,kantoorbediende,zonder,zonder,geen familie,commissionair,geen familie,zonder,geen familie,zonder,geen familie,geen of onbekend,24,232702,25,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
232751,8,Amsterdam,1838,Nederlands Hervormd,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232752,-1,-1,-1,-1,-1,-1,-1
232801,4,Amsterdam,1837,Nederlands Hervormd,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,2,ander familielid,0,104,62,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232802,-1,-1,-1,-1,-1,-1,-1
232851,2,Amsterdam,1844,Nederlands Hervormd,gehuwd,164,fabrikanten,1849,steden Nederland,Nederlands Hervormd,6,0,0,-1,0,101,68,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232852,-1,-1,-1,-1,-1,-1,-1
232901,33,Amsterdam,1848,Evangelisch Luthers,gehuwd,warenhandel,koopman,1854,platteland Nederland,Nederlands Hervormd,2,0,0,-1,0,38,87,125,1878,vader overleden,vader overleden,koopman,zonder,koopman,broer/zwager man,commissionair,broer/zwager man,makelaar,broer/zwager vrouw,koopman,broer/zwager vrouw,geen of onbekend,29,232902,23,3,platteland Nederland,buiten asd of dood,0,buiten asd of dood,0
232951,28,Amsterdam,1838,Nederlands Hervormd,gehuwd,238,makelaar,1843,Amsterdam,Nederlands Hervormd,4,2,0,-1,0,126,38,165,1868,arts,vader overleden,makelaar,zonder,arts,vader man,koopman,geen familie,zonder,oom/neef man,koopman,geen familie,"f.25,-",30,232952,25,3,Amsterdam,in Amsterdam,119,buiten asd of dood,0
233001,25,platteland Nederland,1837,Rooms Katholiek,gehuwd,warenhandel,koopman,1838,kolonien,Nederlands Hervormd,6,1,0,-1,0,336,237,573,1866,koopman,assuradeurs,koopman,zonder,assuradeurs,broer/zwager vrouw,fabrikanten,broer/zwager vrouw,zonder,geen familie,zonder,geen familie,"f.50,-",29,233002,27,3,kolonien,buiten asd of dood,0,in Amsterdam,171
233051,30,Amsterdam,1837,Evangelisch Luthers,weduwnaar,warenhandel,koopman,1835,Amsterdam,Evangelisch Luthers,4,0,0,-1,147,8,40,196,1862,vader overleden,zonder,schipper,zonder,koopman,broer/zwager vrouw,koopman,broer/zwager vrouw,koopman,broer/zwager vrouw,koopman,oom/neef man,"f.15,-",25,233052,26,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
233101,49,Amsterdam,1844,Evangelisch Luthers,ongehuwd,239,commissionair,-1,-1,-1,0,0,0,-1,0,74,87,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233102,-1,-1,-1,-1,-1,-1,-1
233151,35,Amsterdam,1846,Nederlands Hervormd,ongehuwd,255,advocaat,-1,-1,-1,0,1,2,ander familielid,34,112,26,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233152,-1,-1,-1,-1,-1,-1,-1
233201,49,platteland Nederland,1832,Rooms Katholiek,gehuwd,34,aannemers,1831,platteland Nederland,Rooms Katholiek,4,0,0,-1,66,32,95,192,1858,timmerman,vader overleden,ambachtsman,zonder,koopman,broer/zwager man,ambachtsman,broer/zwager vrouw,timmerman,geen familie,timmerman,geen familie,"f.4,-",25,233202,27,3,platteland Nederland,buiten asd of dood,0,buiten asd of dood,0
233251,49,Amsterdam,1828,Doopsgezind,gehuwd,overigen,kantoorbediende,1832,Amsterdam,Nederlands Hervormd,4,1,0,-1,0,234,42,277,1853,kantoorbediende,artistiek beroep,kantoorbediende,zonder,werklieden,oom/neef man,artistiek beroep,broer/zwager man,koopman,geen familie,werklieden,geen familie,geen of onbekend,25,233252,21,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
233301,6,Amsterdam,1812,Nederlands Hervormd,gehuwd,238,makelaar,1832,Amsterdam,Evangelisch Luthers,0,1,0,-1,130,102,14,246,1841,vader overleden,vader overleden,timmerman,zonder,stalhouder,oom/neef man,ambachtsman,geen familie,winkelier,geen familie,ambtenaar,geen familie,geen of onbekend,30,233302,23,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
233351,5,steden Nederland,1838,Rooms Katholiek,gehuwd,tussenhandel,commissionair,1841,steden Nederland,Rooms Katholiek,7,1,0,-1,0,129,63,192,1866,ambachtsman,vader overleden,commissionair,zonder,commissionair,broer/zwager vrouw,kantoorbediende,broer/zwager vrouw,koopman,geen familie,koopman,geen familie,"f.15,-",28,233352,25,3,steden Nederland,buiten asd of dood,0,buiten asd of dood,0
233401,3,steden Nederland,1845,Ned. Israelitisch,gehuwd,warenhandel,koopman,1852,Amsterdam,Ned. Israelitisch,3,3,0,-1,0,165,141,305,1875,zonder,koopman,koopman,zonder,koopman,broer/zwager man,diamantbewerking,broer/zwager vrouw,commissionair,broer/zwager vrouw,onderwijzer,geen familie,geen of onbekend,30,233402,23,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
233451,23,overig buitenland,1854,Evangelisch Luthers,gehuwd,crediet,"bankiers, kassiers",1859,steden Nederland,Doopsgezind,2,3,0,-1,0,165,474,638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233452,-1,-1,-1,-1,-1,-1,-1
233501,23,steden Nederland,1857,Port. Israelitisch,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,61,129,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233502,-1,-1,-1,-1,-1,-1,-1
233551,48,kolonien,1851,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1851,Amsterdam,Nederlands Hervormd,3,3,1,ander familielid,0,246,512,758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233552,-1,-1,-1,-1,-1,-1,-1
233601,42,Amsterdam,1854,Waals Hervormd,gehuwd,238,makelaar,1858,Amsterdam,Waals Hervormd,2,2,0,-1,0,204,64,268,1880,koopman,assuradeurs,commissionair,zonder,koopman,broer/zwager man,koopman,broer/zwager man,assuradeurs,broer/zwager vrouw,commissionair,broer/zwager vrouw,geen of onbekend,25,233602,22,3,Amsterdam,in Amsterdam,176,in Amsterdam,172
233651,10,steden Nederland,1837,Waals Hervormd,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233652,-1,-1,-1,-1,-1,-1,-1
233701,8,Amsterdam,1802,Waals Hervormd,ongehuwd,tussenhandel,commissionair,-1,-1,-1,0,1,0,-1,0,98,38,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233702,-1,-1,-1,-1,-1,-1,-1
233751,14,Amsterdam,1834,Ned. Israelitisch,gehuwd,warenhandel,koopman,1851,Amsterdam,Ned. Israelitisch,2,1,0,-1,139,68,38,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233752,-1,-1,-1,-1,-1,-1,-1
233801,10,steden Nederland,1833,Ned. Israelitisch,gehuwd,warenhandel,koopman,1843,Amsterdam,Ned. Israelitisch,6,0,0,-1,36,105,38,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233802,-1,-1,-1,-1,-1,-1,-1
233851,3,platteland Nederland,1815,Evangelisch Luthers,weduwnaar,zonder beroep,zonder,-1,-1,-1,3,1,0,-1,0,68,79,147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233852,-1,-1,-1,-1,-1,-1,-1
233901,20,steden Nederland,1836,Nederlands Hervormd,gehuwd,verkeerswegen,ambtenaar,1845,platteland Nederland,Nederlands Hervormd,3,1,0,-1,0,223,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233902,-1,-1,-1,-1,-1,-1,-1
233951,21,Amsterdam,1844,Ned. Israelitisch,gehuwd,warenhandel,koopman,1850,Amsterdam,Ned. Israelitisch,0,2,0,-1,0,107,119,226,1873,diamantbewerking,koopman,koopman,zonder,diamantbewerking,broer/zwager vrouw,koopman,oom/neef vrouw,zonder,oom/neef vrouw,diamantbewerking,oom/neef man,"f.25,-",29,233952,23,3,Amsterdam,in Amsterdam,42,in Amsterdam,119
234001,7,Amsterdam,1819,Evangelisch Luthers,weduwnaar,boekdrukkerij,ambachtsman,1819,Amsterdam,Evangelisch Luthers,5,1,0,-1,68,151,38,257,1842,koopman,vader overleden,ambachtsman,zonder,ambachtsman,oom/neef vrouw,ambachtsman,broer/zwager vrouw,winkelier,oom/neef vrouw,makelaar,broer/zwager man,geen of onbekend,23,234002,23,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
234051,43,platteland Nederland,1831,Nederlands Hervormd,gehuwd,warenhandel,koopman,1833,platteland Nederland,Nederlands Hervormd,4,3,0,-1,21,117,125,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234052,-1,-1,-1,-1,-1,-1,-1
234101,50,platteland Nederland,1829,Nederlands Hervormd,gehuwd,32,timmerman,1836,Amsterdam,Gereformeerd,5,0,0,-1,0,0,287,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234102,-1,-1,-1,-1,-1,-1,-1
234151,43,Amsterdam,1846,Nederlands Hervormd,gehuwd,303,notaris,1853,Amsterdam,Nederlands Hervormd,3,3,0,-1,52,389,320,762,1876,zonder,koopman,notaris,zonder,zonder,broer/zwager man,koopman,broer/zwager man,ambtenaar,broer/zwager man,ambtenaar,oom/neef vrouw,geen of onbekend,29,234152,23,3,Amsterdam,in Amsterdam,140,in Amsterdam,119
234201,42,Amsterdam,1837,Rooms Katholiek,gehuwd,255,advocaat,1856,Amsterdam,Rooms Katholiek,3,1,1,geen familie,0,147,26,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234202,-1,-1,-1,-1,-1,-1,-1
234251,1,Amsterdam,1861,Ned. Israelitisch,ongehuwd,warenhandel,winkelier,-1,-1,-1,0,0,0,-1,0,137,24,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234252,-1,-1,-1,-1,-1,-1,-1
234301,34,Amsterdam,1835,Rooms Katholiek,gehuwd,tussenhandel,commissionair,1851,Amsterdam,Rooms Katholiek,0,2,0,-1,0,170,119,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234302,-1,-1,-1,-1,-1,-1,-1
234351,28,platteland Nederland,1848,Nederlands Hervormd,gehuwd,warenhandel,opzichter,1859,platteland Nederland,Evangelisch Luthers,0,0,1,ander familielid,0,83,31,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234352,-1,-1,-1,-1,-1,-1,-1
234401,3,steden Nederland,1835,Ned. Israelitisch,gehuwd,zonder beroep,zonder,1836,Amsterdam,Ned. Israelitisch,4,4,0,-1,73,308,0,381,1856,koopman,commissionair,koopman,zonder,zonder,oom/neef vrouw,makelaar,oom/neef vrouw,commissionair,oom/neef vrouw,makelaar,oom/neef vrouw,"f.15,-",21,234402,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,105
234451,36,platteland Nederland,1846,Doopsgezind,gehuwd,overigen,overigen,1861,steden Nederland,Nederlands Hervormd,0,2,0,-1,0,149,26,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234452,-1,-1,-1,-1,-1,-1,-1
234501,48,platteland Nederland,1817,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1817,Amsterdam,Nederlands Hervormd,1,1,0,-1,0,112,0,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234502,-1,-1,-1,-1,-1,-1,-1
234551,35,Amsterdam,1841,Nederlands Hervormd,gehuwd,warenhandel,koopman,1844,Amsterdam,Evangelisch Luthers,3,3,0,-1,0,180,292,471,1868,vader overleden,makelaar,koopman,zonder,koopman,broer/zwager man,koopman,broer/zwager man,koopman,broer/zwager man,makelaar,broer/zwager vrouw,"f.15,-",26,234552,23,3,Amsterdam,buiten asd of dood,0,in Amsterdam,274
234601,26,Amsterdam,1831,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1833,Amsterdam,Evangelisch Luthers,4,1,0,-1,47,128,0,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234602,-1,-1,-1,-1,-1,-1,-1
234651,49,Amsterdam,1819,Rooms Katholiek,gehuwd,zonder beroep,zonder,1825,Amsterdam,Rooms Katholiek,2,1,0,-1,13,104,0,116,1858,vader overleden,vader overleden,timmerman,eigen bedrijf,timmerman,broer/zwager man,timmerman,broer/zwager man,werklieden,broer/zwager man,ambachtsman,oom/neef vrouw,"f.4,-",39,234652,33,weduwe,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
234701,30,Amsterdam,1820,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1822,Amsterdam,Nederlands Hervormd,0,0,0,-1,123,24,0,147,1846,vader overleden,vader overleden,huispersoneel,dienstbode,ambachtsman,broer/zwager man,ambachtsman,broer/zwager man,ambachtsman,broer/zwager vrouw,timmerman,broer/zwager vrouw,geen of onbekend,26,234702,26,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
234751,49,Amsterdam,1843,Evangelisch Luthers,gehuwd,warenhandel,koopman,1846,Amsterdam,Evangelisch Luthers,3,1,0,-1,0,282,237,519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234752,-1,-1,-1,-1,-1,-1,-1
234801,24,Amsterdam,1809,Ned. Israelitisch,weduwnaar,239,commissionair,1823,Amsterdam,Ned. Israelitisch,1,1,0,-1,188,286,119,592,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234802,-1,-1,-1,-1,-1,-1,-1
234851,10,Amsterdam,1820,Rooms Katholiek,gehuwd,warenhandel,koopman,1824,Amsterdam,Rooms Katholiek,5,1,0,-1,207,48,38,293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234852,-1,-1,-1,-1,-1,-1,-1
234901,23,Amsterdam,1830,Rooms Katholiek,gehuwd,tussenhandel,commissionair,1835,platteland Nederland,Rooms Katholiek,4,1,1,ouder,0,64,87,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234902,-1,-1,-1,-1,-1,-1,-1
234951,43,steden Nederland,1847,Rooms Katholiek,gehuwd,warenhandel,koopman,1845,steden Nederland,Rooms Katholiek,1,1,0,-1,49,53,26,128,1875,koopman,vader overleden,koopman,zonder,"ingenieur, architect",broer/zwager vrouw,koopman,broer/zwager vrouw,koopman,geen familie,onderwijzer,geen familie,geen of onbekend,27,234952,29,3,steden Nederland,buiten asd of dood,0,buiten asd of dood,0
235001,23,Amsterdam,1825,Ned. Israelitisch,gehuwd,warenhandel,koopman,1836,Amsterdam,Ned. Israelitisch,6,6,0,-1,183,691,975,1848,1869,vader overleden,arts,koopman,zonder,koopman,broer/zwager vrouw,advocaat,geen familie,koopman,broer/zwager man,koopman,broer/zwager man,"f.50,-",43,235002,32,3,Amsterdam,buiten asd of dood,0,in Amsterdam,213
235051,49,Amsterdam,1827,Remonstrants,weduwnaar,tussenhandel,commissionair,1829,steden Nederland,Nederlands Hervormd,3,2,1,ander familielid,52,187,38,277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,235052,-1,-1,-1,-1,-1,-1,-1
235101,10,Amsterdam,1840,Nederlands Hervormd,gehuwd,voedingsmiddelen,ambachtsman,1842,Amsterdam,Nederlands Hervormd,4,0,1,ouder,39,22,73,134,1866,winkelier,koopman,ambachtsman,zonder,ambachtsman,broer/zwager man,zonder,oom/neef vrouw,zonder,geen familie,zonder,geen familie,"f.15,-",25,235102,23,3,Amsterdam,in Amsterdam,65,in Amsterdam,50
